original_comment,comment,sentiment
"naikkan PTKP pajak supaya klas menengah punya dana lebih utk konsumsi , maka investasi sektor riel  mulai bangkit shg setoran  pajak juga naik   naikkan tarip pajak utk  lapisan atas  ( misal  dari 35%  , di tambah level  tarip  45% )  untuk tambah setoran pajak dari the have &  korporasi",naik ptkp pajak kelas tengah punya dana lebih konsumsi investasi sektor riil mulai bangkit setor pajak naik naik tarif pajak lapis atas misal salur tambah level tarif tambah setor pajak the have korporasi,Netral
"hapus black list bank bi.samlngat sangat menyusahkan..ketika orang black list kredit,kita gak tau bahwa bisa bangkot ekonominya dan memutohkan semua",hapus black list bank bisamlngat sangat susah orang black list kredit tidak tahu bangkrut ekonomi putus semua,Netral
buka blokor bi checking yg menyekik pengajuan kredit.kita gak tau kalau ada modal bisa lancar lagi dan bisa memutohkan bi checking,buka blokir bi checking sekat aju kreditkita tidak tahu kalau modal lancar putus bi checking,Netral
Semoga Pak Menkeu ini Bisa Meredominasi Rupian🎉🎉🎉,moga pak menteri uang redominasi rupian,Netral
Judul berita terbalik dengan fakta.. Menkeu guyur dana ke 6 bank bos,judul berita balik fakta menteri uang kucur dana bank bos,Netral
"Rakyat harus di bimbing bikin produk bisnis seperti di China, oleh MenPerin,MenDag dan BRIN,  agar Duit yg digelontorkan bisa terserap lewat kredit usaha.apalagi utk ekdport. Ada kerjaan,ada gaji, ada konsumsi....! Selama ini rakyat di ^racuni^ info2 politik...",rakyat salur bimbing bikin produk bisnis salur china menperin mendag brin duit kucur serap lewat kredit usahaapalagi ekspor kerja gaji konsumsi lama rakyat salur racun info politik,Positif
"Turunkan saja harga barang2 dan BBM agar terjangkau oleh Masyarakat,kalau semua terjangkau rakyat,otomatis ekonomi akan bergerak,jadi dan 200T itu jadi tambal dimana nanti ada kekurangan Fiskal.....🤔🤔",turun harga barang bbm jangkau masyarakat kalau semua jangkau rakyat otomatis ekonomi gerak jadi jadi tambal kurang fiskal,Negatif
saya rasa ekonomi bisa merangkak naik...tapi butuh waktu...karena bank yang dapet 200T tersebut dikenai bunga 4 persen dari BI...terus bila uang ini sampai ke hilir dan melalui : # BI-Bank penerima uang-bank swasta-koperasi pinjaman-umkm..bisa jadi bunganya lebih dari 20 persen di umkm...tapi saya berharap semoga ekonomi bisa naik...🙏,rasa ekonomi rangkak naik butuh waktu bank dapat sebut kena bunga persen bi terus bila uang hilir lalu bibank terima uangbank swastakoperasi pinjamanumkm jadi bunga lebih persen salur umkm harap moga ekonomi naik,Negatif
"Pinjam uang buat apa ,,mau ,julan ,ga ada yg mau ,,beli ,,",pinjam uang buat apa mau jual tidak mau beli,Negatif
"Mantap Pak, Jebak mreka, siapa sbenarnya yg Bermain Ekonomi Uang negara in.  Kmna mreka mainkan, apkh Bank2 tsbt memainkn Uang ke Saham Luar, atau ke orG2 dalam bank, atau ke para Cukong China, atau ke Rentenir berkedok Koperasi, shinGga Dana tsbt tidak mengalir k masyrkat yg tujuannya adlh utk jalannya roda ekonomi rakyat, Hal in Pelru Rakyat bersma2 menyelidiki mengalirnya Dana tsbt dr Bank 💰🏦🏧, ke mana..?  jk Ketahuan, Viralkan permainan Perbankan slma in😢 sbnarnya",mantap pak jebak siapa benar main ekonomi uang negara main bank sebut memainkn uang saham luar orang bank cukong china rentenir kedok koperasi shingga dana sebut tidak alir masyrkat tuju jalan roda ekonomi rakyat pelru rakyat sama selidik alir dana sebut bank mana tahu viralkan main perban lama benar,Negatif
Pecat semua para petinggi 2 BUMN yg selalu rugi ganti orang yg kompenten n punya integritas sehingga pendapatan negara tidak bergantung dari pajak saja  agar rakyat tidak di cekik dengan pajak yg terus di naikan pemerintah karen banyak BUMN yang rugi n tidak mendapatkan keuntungan buat negara sehingga rakyat yg di korbankan.,pecat semua petinggi bumn selalu rugi ganti orang kompeten punya integritas dapat negara tidak gantung pajak rakyat tidak salur cekik pajak terus salur naik perintah banyak bumn rugi tidak dapat untung buat negara rakyat salur korban,Netral
ormas agama juga ikut menghancurkan sektor real dengan ftwa yang menghambat perekonomian,ormas agama ikut hancur sektor real fatwa hambat ekonomi,Netral
"Pkok ny menkeu baru ini top markothoop dr spak trjang bliau pak purbaya ksih ksmpatn coz brani me laku kn brani tnggung jwb pak purbaya ini lQ ny bukn org oon tpi IQ ny di ats rata"" bliau brilliiaan & MUMPHUNIE om kmi sbgai RAKYAT mn DOA kn & ndukung NKRI HARGA MATI MERDEKA 🇮🇩 💪 🇮🇩",pokok nya menteri uang baru top markotop spak trjang bliau pak purbaya beri sempat berani me laku kan berani tanggung jawab pak purbaya iq nya bukan orang bodoh iq nya salur atas rata bliau brilian mumpuni rakyat mana doa kan dukung nkri harga mati merdeka,Positif
Bp. Purbaya jangan propokator rakyat skr rakyat punya.tanah.pajak.nya Mahal emang rakyat di kasih pemeritah ya pajak yg murni aja,bapak purbaya jangan propokator rakyat sekarang rakyat punyatanahpajaknya mahal memang rakyat salur beri perintah nya pajak murni,Negatif
"Yg hancur skrang ini ekonomi kelas kebawah, mungkin menegah ke atas gk ngaruh yg pengaruh menengah ke bawah",hancur sekarang ekonomi kelas ke bawah mungkin tengah atas tidak pengaruh pengaruh tengah bawah,Negatif
"Para komprador bohir parpol  Pesta pora 200triliun cair, Usaha pake uang negara Untungnya disimpan diluar negeri Kalo buntung dikorup rame-rame.  Kasihan banget srimul Cape-cape kumpulin duit 😂",komprador bos parpol pesta pora triliun cair usaha pakai uang negara untung simpan luar negeri kalau buntung korup ramerame kasihan banget srimul capecape kumpulin duit,Negatif
"Biarkanlah geng hambalang gk di naikksn gaji bahkan geng solo semua di naikkan gaji hingga 2x lipat dr gaji , bravo buat geng solo yg selalu kuat utk lancarkan gibran menuju ri 1.",biar geng hambalang tidak salur naikksn gaji bahkan geng solo semua salur naik gaji hingga lipat gaji bravo buat geng solo selalu kuat lancar gibran tuju ri,Netral
Sama bohong pak susa ambil kredit di bank pak persyaratanya ujung2 di tolak gara2 bi ceking,saling bohong pak susa ambil kredit salur bank pak persyaratanya ujung salur tolak gara bi checking,Negatif
"Skrang aja bulan september ekonomi tambah hancur, asli sumpah sama sekali keuangan gk bergerak di sektor masyarakat kebawah",sekarang bulan september ekonomi tambah hancur asli sumpah saling sekali uang tidak gerak salur sektor masyarakat ke bawah,Negatif
"Jadi apa gunanya penggelontoran dana Rp 200 T ke Bank Himbara.  Yang ada saja tidak tersalurkan karena tidak ada yang Minat. Sepertinya masalah ini lebih kompleks dari sekedar kekeringan liquiditas. Banyaknya PHK dan sedikitnya lowongan kerja menyebabkan daya beli menurun . Menurut saya stimulusnya harus penciptaan lapangan kerja dengan cara membuat proyek padat karya atau memudahkan perizinan berusaha , mengurangi pungli , mengurangi pajak, sehingga pengusaha bergairah kembali.  Dorong industri padat karya seperti industri manufaktur dan garmen kurangi import barang jadi permudah import bahan baku (rantai pasok) . Fokus pada pasar dalam negeri saja dulu .  Stop dulu MBG, Danantara dan koperasi merah putih",jadi apa guna gelontor dana rp bank himbara tidak salur tidak minat seperti masalah lebih kompleks dar kering likuiditas banyak pihak sedikit lowong kerja sebab daya beli turun stimulus cipta lapang kerja cara buat proyek padat karya mudah izin usaha kurang pungli kurang pajak usaha gairah dorong industri padat karya industri manufaktur garmen kurang impor barang jadi mudah impor bahan baku rantai pasok fokus pasar negeri dulu stop dulu mbak danantara koperasi merah putih,Negatif
lahan korup lagi ni,lahan korupsi,Negatif
Lho pak peter gak dengerin pak menteri ngomong berarti. Uang 200 trilyun yg di taruh di bank bank himbara tidak boleh untuk beli surat utang.,lo pak peter tidak dengar pak menteri omong arti uang triliun salur taruh salur bank bank himbara tidak beli surat utang,Netral
kalau 200 T untuk sektor real  sektor produktif itu bagus tapi kalau jatuhnya ke sektor konsumtif waduh duh  bukannya untung malahan apes alias boncos.,kalau sektor real sektor produktif bagus kalau jatuh sektor konsumtif waduh duh bukan untung malah apes alias boncos,Negatif
"Birokrasinya KUT tlg diawasi biar gak ribet dan sulit, masak jaminan kendaraan KLW gak atas nama gak bisa cair, suruh balik nama dulu, niatnya mau kredit malah suruh balik nama dulu yg proses balik nama Atar propinsi tidak cepat, ujung2 nya TDK membantu rakyat malah mempersulit",birokrasi kur awas biar tidak ribet sulit masak jamin kendara kalau tidak atas nama tidak cair suruh balik nama dulu niat mau kredit malah suruh balik nama dulu proses balik nama antar propinsi tidak cepat ujung nya tidak bantu rakyat malah sulit,Negatif
Hati2..mitigasi resiko hrs jelas..ada EWS..hindari naiknya NPL..krn nilainya tinggi itu high risk...hati2 jaga likuiditas,hati mitigasi risiko jelas ews hindar naik npl nilai tinggi high risk hati jaga likuiditas,Negatif
Enak ya negara pinjamkan kan ke bank .,enak nya negara pinjam kan bank,Negatif
Negara kasih 200t kebank .bank terus bagi2 kerakyat gitu??? Gilaaa,negara beri ke bank bank terus rakyat gila,Negatif
SELIDIKI ALIRAN DANA SRI MULYAN AGEN CIA AMERIKA UNTUK MENGGUNCANG EKONOMI INDONESIA,selidik alir dana sri mulyan agen cia amerika guncang ekonomi indonesia,Negatif
Salurin ke yang membutuhkan... Bebaskan usaha-usaha yang terbelit sejak pandemi dulu.... Banyak yang berhutang bahkan ga ada jalan keluar,salur butuh bebas usahausaha belit sejak pandemi dulu banyak hutang bahkan tidak jalan keluar,Negatif
"Saya tiba2 suka sama gaya Pak Menkeu ini, semoga program2 nya berhasil memperbaiki ekonomi negeri ini.😊",tiba suka saling gaya pak menteri uang moga program nya hasil baik ekonomi negeri,Positif
"Coba semua Kebijakan Keuangan negara itu diawali dengan snslisis yang komprehensif dengan melibatksnberbagai takeholder, ink negara buksn urusan pribadi atau keluarga.",coba semua bijak uang negara awal analisis komprehensif libat bagai takeholder negara bukan urus pribadi keluarga,Negatif
"Bikin program padat karya, penampungan masyarakat di daerah kumuh dan tidak tertata",bikin program padat karya tampung masyarakat salur daerah kumuh tidak tata,Netral
😂alah paling di nikmati orang orang di bank itu sendiri mirissss banget,alah paling salur nikmat orang orang salur bank sendiri miris banget,Negatif
"Jika bunga bank turun, artinya  harga2 pada turun,karena dagang banyak saingan ,bunga murah,rakyat diuntungkan.",bunga bank turun arti harga turun dagang banyak saing bunga murah rakyat untung,Netral
Salurin  ke umkm atau pinjaman 0% atu 1% aja,salur umkm pinjam satu,Negatif
Klo PAK DIRUT PUSING ksih k sy aja sini pak DIRUT..nti sy bantuin pake duitnya..........,kalau pak dirut pusing beri sini pak dirut bantuin pakai duit,Netral
Omongan orang yg blm pernah jadi dirut😅,omong orang belum pernah jadi dirut,Netral
Salurkan secara langsung jempot bola ke masyarakat kecil yang membutuhkan modal jangan banyak syarat cukup ktp sistem bagi hasil jangan pakai bunga dijamin ekonomi sedikit bertumbuh itu baru tepat,salur langsung jemput bola masyarakat kecil butuh modal jangan banyak syarat cukup ktp sistem hasil jangan pakai bunga jamin ekonomi sedikit tumbuh baru tepat,Negatif
Dirut pusing.buat kamar baru di rumah masing-masing.jadi jangan salah paham dng uang itu.uang pindah tidur ke rumah dirut bank.,dirut pusingbuat kamar baru salur rumah masingmasingjadi jangan salah paham uang ituuang pindah tidur rumah dirut bank,Negatif
Bagus ekoknmi pulih lagi .kebgian pinjam pak mentri,bagus ekonomi pulih bagi pinjam pak menteri,Positif
Yg jadi pertanyaan Menkeu baru ini apakah menjamin utang luar negri bisa dikurangi atau semakin terpuruk,jadi tanya menteri uang baru jamin utang luar negeri rang makin puruk,Negatif
Awas kredit macet nanti PAK Menkeu yg diborgol,awas kredit macet pak menteri uang borgol,Negatif
Bagikan semuanya sama keluarga miskin di Indonesia,bagi semua saling keluarga miskin salur indonesia,Negatif
mengapa tdk pernah dibahas merebut perusahaan perampok SDA yg dikoordinasi luhut wowo sendiri menjd milik negara dan mengikuti brunei dan uni emirat arab bgmn mengelola SDA keuntungannya masuk kas negara bukan kas eloe luhut isam dll,tidak pernah bahas rebut usaha rampok koordinasi luhut wowo sendiri jadi milik negara ikut brunei uni emirat arab bagaimana kelola untung masuk kas negara bukan kas elo luhut isam dulu,Netral
K😂lola negara ini kaya urusan oribadi saja.,lola negara urus pribadi,Negatif
"Lagi lagi tetep rakyat yang diperas keringatnya, buat puterin kembali itu uang sama juga bohong!",tetap rakyat peras keringat buat putar uang saling bohong,Negatif
"bunganya masih tinggi, berat buat umkm",bunga tinggi berat buat umkm,Negatif
Duit ada tapi nasabah enggan untuk kredit terus bagaimana? ekonomi lesu debitur nggak ada yg berani memulai usaha.,duit nasabah enggan kredit terus bagaimana ekonomi lesu debitur tidak berani mulai usaha,Negatif
uang menganggur di perbankan saat ini masih sebesar 2.732 T dan belum diserap Masyarakat melalui kredit. salahnya bukan di likuiditas Bank tapi bunga Bank masih di atas 10% sehingga jelas rakyat masih berat.,uang anggur salur perban besar belum serap masyarakat lalu kredit salah bukan salur likuiditas bank bunga bank salur atas jelas rakyat berat,Negatif
Sy mah bingung gak punya duit. Ini bingung kebanyakan duit 😂,mah bingung tidak punya duit bingung banyak duit,Netral
Maksudna pusing gimana caranya utk dikorupsi. 😂😂😂😂😂,maksud pusing bagaimana cara korupsi,Negatif
Selidiki siapapun korupsi harus fidita hartanya untuk negara,selidik siapa korupsi sita harta negara,Negatif
"Pusiiiiing ....😅😂. Itu duit cadangan . Bila nanti harus ada lagi ,  nyari lagi , kalo ga salah .😅😂",pusiiiiing duit cadang bila cari kalau tidak salah,Netral
Alhamdulilah uang banyak drpd hilsng lbh baik dikasih sj ke orang2 pensiun bapak berkah barokah sdh membahagiakan orang yg sdh sepuh/ tua,alhamdulillah uang banyak hilang lebih baik kasih orang pensiun bapak berkah barokah bahagia orang sepuh tua,Negatif
"Orang lagi sulit, siapa yg mau kredit? Bunganya pun luarbiasa.",orang sulit siapa mau kredit bunga luar biasa,Negatif
Kmaren2 susah bgt pinjam duit dari bank skarang malas,kemarin susah banget pinjam duit bank sekarang malas,Negatif
"Ya susah lah jaman ekonomi lg bgini, yg ada jd kredit macet",nya susah lah zaman ekonomi begini jadi kredit macet,Negatif
CARI DUIT LAGI SUSAH KOK MALAH NGADAIN PINJAMAN GIMANA GAK RESIKO GAGAL BAYAR NIH HADEWHHH😂,cari duit susah kok malah ada pinjam bagaimana tidak risiko gagal bayar hadewh,Negatif
"Rakyat kecil skrg sdg turun daya beli maw usaha apa, pun ragu,, klu saat ini, 😢 ambil uang klu bunganya tinggi sya ngga berani,, takut ngga mampu mengembalikan",rakyat kecil sekarang sedang turun daya beli mau usaha apa ragu kalau ambil uang kalau bunga tinggi tidak berani takut tidak mampu kembali,Negatif
"hutang kl Ndak buat usaha ujung""nya Ndak bisa ngangsur,,habis buat hedonisme,yang akhirnya terjun bebas😂",utang kalau indak buat usaha ujung nya indak ngangsur habis buat hedonisme akhir terjun bebas,Negatif
"Sy Minat KUR . 100 juta aja asal sesuai arahan Pemerintah, TANPA AGUNAN, klw persyaratan  hanya ( KTP,NPWP, surat Ket  usaha dari Kelurahan ) minggu ini Gw ke Bank plat Merah.",minat kur juta asal sesuai arah perintah tanpa agun kalau syarat ktp npwp surat ket usaha lurah minggu gue bank plat merah,Positif
Mau dong tapi nyicil  gak pake bunga ya..,mau dong cicil tidak pakai bunga nya,Negatif
"Saya minggu ini sdh bingung beras didapur habis ,minggu kemari jual tv ,bulan kemarin di PHK",minggu bingung beras dapur habis minggu kemarin jual tv bulan kemarin salur pihak,Netral
"Q prnh mnjelang pensiun bbrp bank kerumahku nawari kredit bank.tp ada yg baikan,dg kompensasi Q bs,tp yg dpt ku bw pulang itu lebh kecil dr pd biaya atminsterasinya,jd g jd deh.",pernah jelang pensiun beberapa bank rumah tawar kredit banktp baik kompensasi dapat ku bawa pulang lebih kecil biaya administrasi jadi jadi deh,Negatif
"Wadaaauhhhh. Dep colletor bahagia nih, kalau uang itu tersalur ke masyarakat",wadaaauh debt kolektor bahagia kalau uang salur masyarakat,Negatif
Bagaimana  perekonomian mau sempurna kalau uang yg beredar  dimasyarskat menenga kebawa sedikit sedangkan perputarsn uang yg  mustinya banyak pada kls ekonomi kebawa  mereka pasti belanja didlm negeri  tapi kalau masyatakat menenga keatas uang  betedaf diluar  misal  jalan keluar negeri belanja barang bermerek diluar negeti produksi negara lain   jadi  priduksi dlm negeri tidak laku,bagaimana ekonomi mau sempurna kalau uang edar dimasyarskat tengah bawa sedikit perputarsn uang mustinya banyak kelas ekonomi bawa belanja di dalam negeri kalau masyatakat tengah atas uang edar luar misal jalan keluar negeri belanja barang merek luar negeti produksi negara jadi produksi negeri tidak laku,Netral
"curah dana ke bank semuanya suatu hal tak mampan,soalnya hanya mendongkrak ekonomi menengah keatas,sebab sarana lain masih butuh dana banyak yang menciptakan langan kerja,",kucur dana bank semua suatu tak mampan soal dongkrak ekonomi tengah atas sarana butuh dana banyak cipta lapang kerja,Negatif
Aset sitaan bank dibangun saja untuk rusunawa dikota2 besar,aset sita bank bangun rumah susun sewa kota besar,Netral
buat saya aja dah uangnya 🤣,buat deh uang,Netral
"Knapa pusing2 kami rakyat kecil sgt membutuhkan dana untuk usaha, tapi kami sulit mendapatkan dana itu...",pusing rakyat kecil sangat butuh dana usaha sulit dapat dana,Negatif
Bingung kurang duit ✖️ Bingung kebanyakan duit ✔️,bingung kurang duit bingung banyak duit,Netral
Bank2 yang ditunjuk harus hati2 untuk memberikan Kredit .,bank tunjuk hati beri kredit,Negatif
Kalau harga kebutuhan pokok murah mungkin ekonomi ngak terlalu mencekik,kalau harga butuh pokok murah mungkin ekonomi tidak terlalu cekik,Netral
Mudah di bawah perbankan cabang dan KCP  plus BPR,moga salur bawah perban cabang kantor cabang bantu plus bank kredit rakyat,Positif
Dah pd tkt pinjam krn bng tinggi sdngkan daya beli.susah,deh tkt pinjam bang tinggi daya belisusah,Negatif
Masyarakat mana yg mau mencekik diri dengan berhubungan sm bank? Luar biasa klo memang ada usaha yg profit trus sm seperti bunga bank yang pasti ada terus klo pun macet tinggal sita aset dan masih kena denda ketika aset ditebus.,masyarakat mana mau cekik diri hubung saling bank luar biasa kalau memang usaha profit terus saling bunga bank terus kalau macet tinggal sita aset kena denda aset tebus,Negatif
masih pusing ngitung uang korupsi pertamina 900T lebih,pusing hitung uang korupsi pertamina lebih,Netral
Segera saja naikkan gaji pns dan pensiunan dan aturan batas umur kredit utk para pensiun segera dicabut. Tks,segera naik gaji pns pensiun atur batas umur kredit pensiun segera cabut tks,Netral
"Memang bank  blum bisa menyalurkan dng baik,karna bagian marketing nya lebih demen sertifikat,dr bpkb motor untuk masalah kur,sehingga mereka bukan melihat org yg usaha,sku beserta lainnya cm formal aj,sertifikat doyan banget",memang bank belum salur baik bagi marketing nya lebih demen sertifikat bpkb motor masalah kur bukan lihat orang usaha sku serta lain cuma formal sertifikat doyan banget,Negatif
Pusing...kartu kredit dicuri..jadi sj kena black lish😢,pusing kartu kredit curi jadi kena black lish,Netral
"Kalau sudah diketahui malas, koreksi dong gaji mereka.",kalau tahu malas koreksi dong gaji,Netral
Josss .....semoga kredit bunganya turun,jos moga kredit bunga turun,Positif
"Bunga yg tinggi aturan yg terlalu rumit, persaingan TDK sehat dalam UMKM.. KKN yg masih banyak hingga hanya beberapa orang yg bisa mengajukan kredit,complexs sekali",bunga tinggi atur terlalu rumit saing tidak sehat umkm kkn banyak hingga beberapa orang aju kredit kompleks sekali,Negatif
apa artinya ini mereka yang bekerja sebagai karyawan swasta bisa ambil uang bank kah?,apa arti kerja karyawan swasta ambil uang bank,Netral
BIAR 1000 TRILIUN DILUNCURKAN KE BANK BANK EKONOMI TETAP JLN DITEMPAT SIAPA YG MAU PINJAM BUNGANYA TINGGI SAMA DGN BUNUH DIRI .,biar triliun luncur bank bank ekonomi tetap jalan tempat siapa mau pinjam bunga tinggi saling bunuh diri,Negatif
ada duit pusing gak ada duit makin pusing..orang klo maunya cuma dapet duit instan ya gini..giliran suruh kerja bener bener pura pura pusing,duit pusing tidak duit makin pusing orang kalau mau cuma dapat duit instan nya begini suruh kerja benarbenar benarbenar pura pura pusing,Netral
Turunkan suku bunganya!,turun suku bunga,Negatif
SEDANGKAN RAKYAT  DARI DULU... BENGEK.. BENGEK... KECEKEK  BUNGA BANK.. +  PAJAK2...   DIREKTUR2... MAH.. NAFAS LEGA ... PERUT KENYANG... TIDUR LELAP...DAN  HEPI - HEPI...  * ( KINI MAKIN TAMBAH TAJIR)   HMM... MMM... MANDOM.,rakyat dulu bengek bengek cekik bunga bank pajak direktur mah nafas lega perut kenyang tidur lelap hepi hepi kini makin tambah tajir hm saling mandom,Negatif
Waduh... cetak duit begitu banyak... mau jadi berapa kurs rupiah iya?,waduh cetak duit banyak mau jadi berapa kurs rupiah iya,Negatif
Gak ada duit susah Ada duit pusing,tidak duit susah duit pusing,Netral
Ngapain pusing.. umkm butuh..,kapai pusing umkm butuh,Positif
"bank harus tambah tenaga  pemasaran, ga bs cepat memang disalurkan 200 T kl plafon maksimal cm 100 jt tp mau gimana lagi?",bank tambah tenaga pasar tidak cepat memang salur kalau plafon maksimal cuma juta mau bagaimana,Negatif
"Bicara mah pinter triliunan... Ngatasi rakyat kurang mkn, ga punya rumah dan pengangguran aja ga bisa...",bicara mah pintar triliun ngatasi rakyat kurang makin tidak punya rumah anggur tidak,Negatif
"200T kasih ke rakyat daya beli pasti naik, itu emas preeport jangan dikekepin aja",beri rakyat daya beli naik emas preeport jangan pin,Negatif
Turunkan bunga pinjaman ..,turun bunga pinjam,Negatif
"Bunganya harus diturunkan menjadi 2,5 %",bunga turun jadi,Negatif
😂😂😂😂😂 Biar sama2 pusing nguruain keuangan,biar saling pusing nguruain uang,Netral
Pakek aja cara koruptor pak🤣🤣,pakai cara koruptor pak,Netral
Seharusnya bagikan aja ke rakyat pinjaman tanpa pengembalian 😂😂😂,bagi rakyat pinjam tanpa kembali,Negatif
Semoga ada pemutihan bagi nasabah yg di black list oleh BI supaya bisa mengajukan lagi kredit bank,moga mutih nasabah salur black list bi aju kredit bank,Positif
Bukankah banyak dukun yang bisa menggandakan uang 😂😂😂,bukankah banyak dukun ganda uang,Netral
Bunga Kreditnya diturunkan sudah Pasti tersalur.,bunga kredit turun salur,Positif
"Bisa gak pake dulu duit nya buat pulang kampung,daripada bingung,",tidak pakai dulu duit nya buat pulang kampung bingung,Netral
Setor peminjam : pemotongan bunga lebih besar ke timbang pokok. Atau pakai bunga menurun menurut jumlah jumlah pokok,setor pinjam potong bunga lebih besar timbang pokok pakai bunga turun jumlah jumlah pokok,Positif
"Busines lagi sepi ,pengusaha tidak mau menambah pinjaman ,maka bank kebingungan kemana uang tersebut mau disalurkan.Kalau bunga pinjaman 3 % mungkin masih mudah untuk menyalurkannya.",bisnis sepi usaha tidak mau tambah pinjam bank bingung uang sebut mau disalurkankalau bunga pinjam mungkin moga salur,Positif
Bagaimana kalau jadi kredit macet ? Bank juga sewajarnya berhati hati dalam menerima permintaan kredit nasabah ...  Apakah kalau 200 T terserap semua maka otomatis perekonomian akan pulih?,bagaimana kalau jadi kredit macet bank wajar hati hati terima minta kredit nasabah kalau serap semua otomatis ekonomi pulih,Negatif
Suku bunga dikecilin pasti banyak yg pakai,suku bunga dikecilin banyak pakai,Positif
"BIASA KERJA SANTAI DIPAKSA KERJA KERAS IDE YA PUSING, MERASA KERJA DIBAWAH BADAN USAHA MILIK NEGARA YG PENTING GAJIAN , MANA BISA PUNYA KREATIFITAS , CUMA NASIBNYA AJ MUJUR, UBAH SKEMA PEGAWAI DI BUMN AGAR BISA KOMPETITIF",biasa kerja santai paksa kerja keras ide nya pusing rasa kerja bawah badan usaha milik negara penting gaji mana punya kreatifitas cuma nasib mujur ubah skema pegawai salur bumn kompetitif,Negatif
"Bank juga tidak sembarang meminjamkan uang,   cari nasabah yg benar susah resikonya  besar,apa lagi sekarang ekonomi menengah kebawah lagi pada susah ekonominya, banyak orang jualan tapi sepi pembeli",bank tidak sembarang pinjam uang cari nasabah benarbenar susah resiko besar apa sekarang ekonomi tengah ke bawah susah ekonomi banyak orang jual sepi beli,Netral
Saya aja mau ambil kredit 500 jt susahnya minta ampun pdahal sy angsur debit dri dulu gk pernah telat,mau ambil kredit juta susah minta ampun padahal angsur debit dulu tidak pernah telat,Negatif
"oke,  ada ratusan triliun di bank,  dan berharap bisa di serap oleh masyarakat,  itu cara masyarakat nyerah nya gimana?  melalui pinjaman bang?  apa gimana?  bunga nya gmna?",oke ratus triliun salur bank harap salur serap masyarakat cara masyarakat nyerah nya bagaimana lalu pinjam bang apa bagaimana bunga nya bagaimana,Netral
Pa mentri sini buat aku aja... mau usaha gede gedean nich kalau ada dana nya... mau bersaing sama china... biar kita ga kalah di pasar international....,apa menteri sini buat aku mau usaha gede gede kalau dana nya mau saing saling china biar tidak kalah salur pasar international,Netral
Kenapa disebut bercanda untuk pusing bagi perbankan dalam penyaluran kredit itu ? Apa bedanya ini dengan cetak uang baru ?,sebut canda pusing perban salur kredit apa beda cetak uang baru,Negatif
"kalau bunga tinggi gak mungkin jalan karna daya beli masyarakat menurun utk umkm.lagi pula mereka masih mikir utk usaha apa ya.keadaan ekonomi sekarang seperti luka parah tetapi org cepat mengobati pakai plester,kalau menurutku lebih baik di jaga supaya jangan luka lagi sedangkan lukanya biar tubuh pelan pelan menyembuhkan dirinya sendiri,memang agak lama tapi pasti sembuh",kalau bunga tinggi tidak mungkin jalan daya beli masyarakat turun umkmlagi mikir usaha apa yakeadaan ekonomi sekarang luka parah orang cepat obat pakai plester kalau turut lebih baik salur jaga jangan luka luka biar tubuh pelan pelan sembuh diri sendiri memang lama sembuh,Negatif
Hati bank yg dapat gelontoran duit dari Menkeu yg baru biasanya kalau di salurkan kredit ke pedagang kecil gak balik ( jualan nya gak ada yg beli) dari zaman dulu sampai sekarang istilahnya kredit macet beberapa bulan yg lalu prabowo hilang kan kredit macet Trilyunan,hati bank dapat gelontor duit menteri uang baru biasa kalau salur salur kredit dagang kecil tidak balik jual nya tidak beli zaman dulu sekarang istilah kredit macet beberapa bulan lalu prabowo hilang kan kredit macet triliun,Negatif
"Jangan pusing,harus pikiran luas,andaikan langit terbuka...kalau pusing selam 1 bulan,bagimana dengan bunga uang,contoh di bank BNI pusat rp.55 triliun,itu bunganya sudah berapa?",jangan pusing pikir luas andai langit buka kalau pusing selam bulan bagimana bunga uang contoh salur bank bni pusat rp triliun bunga berapa,Netral
kalo 1000 trilyun di korupsi pasti gak pusing mikir nya. 1000 satu jalan caranya.,kalau triliun salur korupsi tidak pusing mikir nya satu jalan cara,Negatif
Daripada bank pusing enak e dibagi bagi aja ke rakyat miskin,bank pusing enak bagi rakyat miskin,Negatif
"Jelas pusing pak, apalagi bank pemerintah. Sekarang rakyat takut kredit di bank pemerintah. Karena bila terjadi gagal bayar diangga merugikan negara dan ancamannya Tipikor dan penjara.",jelas pusing pak bank perintah sekarang rakyat takut kredit salur bank perintah bila jadi gagal bayar anggap rugi negara ancam tipikor penjara,Negatif
Bingungnya klo gk ada duit....Bank begok,bingung kalau tidak duit bank bego,Netral
"Kalo bingung salurkan saja langsung ke rakyat,  setiap bulan istilah kt bantuan tunai buat rakyat ekonomi menengah ke bawah",kalau bingung salur langsung rakyat bulan istilah bantu tunai buat rakyat ekonomi tengah bawah,Negatif
Yaa pusinglah.biasanya kerja gampang dan dpt duit banyak.,nya pusinglahbiasanya kerja gampang dapat duit banyak,Negatif
Bagikan saja ke rakyat per KK jadi ngga mbebanin rakyat,bagi rakyat per jadi tidak beban rakyat,Negatif
"Bunga bank masih tinggi,mo pinjam KUR slu g ad... Yg ad pinjaman KUM yg bungax g ngotak...",bunga bank tinggi mau pinjam kur selalu pinjam kum bunga ngotak,Negatif
Bank dikasih uang bingung kalau dikorupsi cepat akal direktur Bank baru ke buka 😂😂😂😂😂😂😂😂😂😂😂😂,bank kasih uang bingung kalau korupsi cepat akal direktur bank baru buka,Negatif
